ASX_code, Company_name, Listing_date, GICs_industry_group, Market_CapAHY,ASALEO CARE LIMITED,Not provided,Consumer Durables & Apparel,
CWX,CARAWINE RESOURCES LIMITED,14/12/2017,Materials,27766925
EN1,ENGAGE:BDR LIMITED,14/12/2017,Media & Entertainment,12242857
WGN,WAGNERS HOLDING COMPANY LIMITED,8/12/2017,Materials,383753618
NES,NELSON RESOURCES LIMITED.,7/12/2017,Materials,8582918
RHY,RHYTHM BIOSCIENCES LIMITED,7/12/2017,Health Care Equipment & Services,181953730
ROO,ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD,7/12/2017,Capital Goods,5937623
PKD,PARKD LTD,6/12/2017,Commercial & Professional Services,3607205
SEC,SPHERIA EMERGING COMPANIES LIMITED,5/12/2017,Investment Trust/Fund,144361519
NEW,NEW ENERGY SOLAR LIMITED,4/12/2017,Utilities,0
CAG,CAPE RANGE LTD,30/11/2017,Software & Services,18981660
KLA,KIRKLAND LAKE GOLD LTD,30/11/2017,Materials,10573259004
BGT,BIO-GENE TECHNOLOGY LTD,29/11/2017,Materials,25773727
PFP,PROPEL FUNERAL PARTNERS LIMITED,23/11/2017,Consumer Services,380794321
SWF,SELFWEALTH LIMITED,23/11/2017,Diversified Financials,94464643
PPE,PEOPLE INFRASTRUCTURE LTD,22/11/2017,Commercial & Professional Services,407633688
NWL,NETWEALTH GROUP LIMITED,20/11/2017,Diversified Financials,4083694522
5GN,5G NETWORKS LIMITED,17/11/2017,Telecommunication Services,104548928
DHG,DOMAIN HOLDINGS AUSTRALIA LIMITED.,16/11/2017,Media & Entertainment,3003115361
IXU,IXUP LIMITED,15/11/2017,Software & Services,130239230
NRX,NORONEX LIMITED,15/11/2017,Materials,23497175
TLX,TELIX PHARMACEUTICALS LIMITED,15/11/2017,Pharmaceuticals, Biotechnology & Life Sciences,1664394341
OGA,OCEAN GROWN ABALONE LIMITED,14/11/2017,Food, Beverage & Tobacco,15657937
KP2,KORE POTASH PLC,7/11/2017,Materials,47215565
TIN,TNT MINES LIMITED,3/11/2017,Materials,16391944
VR8,VANADIUM RESOURCES LIMITED,3/11/2017,Materials,25943535
RD1,REGISTRY DIRECT LIMITED,1/11/2017,Software & Services,6380800
GO2,THE GO2 PEOPLE LTD,31/10/2017,Commercial & Professional Services,12239019
JLG,JOHNS LYNG GROUP LIMITED,26/10/2017,Capital Goods,1110783772
NC6,NANOLLOSE LIMITED,18/10/2017,Pharmaceuticals, Biotechnology & Life Sciences,13084400
BYH,BRYAH RESOURCES LIMITED,17/10/2017,Materials,12009304
FPP,FAT PROPHETS GLOBAL PROPERTY FUND,10/10/2017,Investment Trust/Fund,21525526
GAS,STATE GAS LIMITED,10/10/2017,Energy,89976799
RGL,RIVERSGOLD LIMITED,10/10/2017,Materials,14545519
MXT,MCP MASTER INCOME TRUST,9/10/2017,Investment Trust/Fund,1493215703
DOR,DORIEMUS PLC,29/09/2017,Energy,18844515
OKR,OKAPI RESOURCES LIMITED,28/09/2017,Materials,10669726
RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,28/09/2017,Consumer Services,1540767759
VG1,VGI PARTNERS GLOBAL INVESTMENTS LIMITED,28/09/2017,Investment Trust/Fund,939711365
RML,RESOLUTION MINERALS LTD,22/09/2017,Materials,9848952
MRL,MAYUR RESOURCES LIMITED,21/09/2017,Materials,43427194
TTT,TITOMIC LIMITED,21/09/2017,Materials,64364861
RCW,RIGHTCROWD LIMITED,18/09/2017,Software & Services,87150242
CLI,CROPLOGIC LIMITED,12/09/2017,Commercial & Professional Services,N/A
G1A,GALENA MINING LIMITED,7/09/2017,Materials,109504231
SCT,SCOUT SECURITY LIMITED,25/08/2017,Consumer Services,9760069
NUS,NUSANTARA RESOURCES LIMITED,2/08/2017,Materials,77952822
SP3,SPECTUR LIMITED,1/08/2017,Technology Hardware & Equipment,7972896
ABR,AMERICAN PACIFIC BORATES LIMITED,28/07/2017,Materials,438743578
TRA,TURNERS AUTOMOTIVE GROUP LIMITED,28/07/2017,Retailing,245297357
AQR,APN CONVENIENCE RETAIL REIT,27/07/2017,Real Estate,460393042
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,20/07/2017,Retailing,901353015
AD8,AUDINATE GROUP LIMITED,30/06/2017,Technology Hardware & Equipment,629265607
APT,AFTERPAY LIMITED,29/06/2017,Software & Services,34471199529
ELO,ELMO SOFTWARE LIMITED,29/06/2017,Software & Services,397043752
WMI,WAM MICROCAP LIMITED,28/06/2017,Investment Trust/Fund,382372283
WQG,WCM GLOBAL GROWTH LIMITED,23/06/2017,Investment Trust/Fund,292528311
IBX,IMAGION BIOSYSTEMS LIMITED,22/06/2017,Health Care Equipment & Services,103223828
RTE,RETECH TECHNOLOGY CO., LIMITED,22/06/2017,Consumer Services,58228158
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,21/06/2017,Commercial & Professional Services,144000000
OLI,OLIVER'S REAL FOOD LIMITED,21/06/2017,Consumer Services,N/A
G88,GOLDEN MILE RESOURCES LTD,19/06/2017,Materials,7701008
AL8,ALDERAN RESOURCES LIMITED,9/06/2017,Materials,13109408
ELS,ELSIGHT LIMITED,8/06/2017,Technology Hardware & Equipment,56003464
MAG,MAGMATIC RESOURCES LIMITED,19/05/2017,Materials,28555681
BHD,BENJAMIN HORNIGOLD LIMITED,12/05/2017,Investment Trust/Fund,7488125
OCA,OCEANIA HEALTHCARE LIMITED,5/05/2017,Health Care Equipment & Services,981785525
PL8,PLATO INCOME MAXIMISER LIMITED.,5/05/2017,Investment Trust/Fund,544110117
CAN,CANN GROUP LIMITED,4/05/2017,Pharmaceuticals, Biotechnology & Life Sciences,105606559
EPN,EPSILON HEALTHCARE LIMITED,4/05/2017,Pharmaceuticals, Biotechnology & Life Sciences,25051903
MSL,MSL SOLUTIONS LIMITED.,4/05/2017,Software & Services,44451556
BIN,BINGO INDUSTRIES LIMITED,3/05/2017,Commercial & Professional Services,2246517575
BRI,BIG RIVER INDUSTRIES LIMITED,3/05/2017,Materials,176569004
MEC,MORPHIC ETHICAL EQUITIES FUND LIMITED,3/05/2017,Diversified Financials,66721371
MOB,MOBILICOM LIMITED,2/05/2017,Technology Hardware & Equipment,16740709
UUV,UUV AQUABOTIX LTD,28/04/2017,Capital Goods,N/A
TNY,TINYBEANS GROUP LTD,21/04/2017,Media & Entertainment,50456238
E2M,E2 METALS LIMITED,19/04/2017,Materials,45047522
MAF,MA FINANCIAL GROUP LIMITED,10/04/2017,Diversified Financials,865723210
DEM,DE.MEM LIMITED,7/04/2017,Utilities,61745413
TRT,TODD RIVER RESOURCES LIMITED,6/04/2017,Materials,48198851
IS3,I SYNERGY GROUP LIMITED,30/03/2017,Software & Services,8450457
TEM,TEMPEST MINERALS LIMITED,28/03/2017,Materials,5707617
VTI,VISIONEERING TECHNOLOGIES, INC.,28/03/2017,Health Care Equipment & Services,31907925
BTH,BIGTINCAN HOLDINGS LIMITED,24/03/2017,Software & Services,471392050
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,22/03/2017,Investment Trust/Fund,55848279
VR1,VECTION TECHNOLOGIES LTD,17/03/2017,Software & Services,54298637
MQR,MARQUEE RESOURCES LIMITED,15/03/2017,Materials,6235325
WHA,WATTLE HEALTH AUSTRALIA LIMITED,15/03/2017,Food, Beverage & Tobacco,N/A
WHANC,WATTLE HEALTH AUSTRALIA LIMITED,15/03/2017,Food, Beverage & Tobacco,N/A
MZZ,MATADOR MINING LIMITED,8/03/2017,Materials,96497696
EDC,EILDON CAPITAL GROUP,28/02/2017,Diversified Financials,49899608
MTC,METALSTECH LIMITED,24/02/2017,Materials,36147145
ESE,ESENSE-LAB LTD,14/02/2017,Pharmaceuticals, Biotechnology & Life Sciences,N/A
RGI,ROTO-GRO INTERNATIONAL LIMITED,10/02/2017,Capital Goods,11748897
ARL,ARDEA RESOURCES LIMITED,9/02/2017,Materials,72772232
DET,DEALT LIMITED,7/02/2017,Real Estate,N/A
COB,COBALT BLUE HOLDINGS LIMITED,2/02/2017,Materials,78203101
BSX,BLACKSTONE MINERALS LIMITED,23/01/2017,Materials,117800427
SHP,SOUTH HARZ POTASH LTD,20/01/2017,Materials,36048350
FHS,FREEHILL MINING LIMITED.,16/01/2017,Materials,57861983
KZR,KALAMAZOO RESOURCES LIMITED,16/01/2017,Materials,50797452
HFY,HUBIFY LIMITED,12/01/2017,Telecommunication Services,37351034
LSH,LIFESPOT HEALTH LTD,11/01/2017,Health Care Equipment & Services,18531365
SKN,SKIN ELEMENTS LIMITED,6/01/2017,Household & Personal Products,N/A
SE1,SENSERA LIMITED,23/12/2016,Semiconductors & Semiconductor Equipment,14980566
KLL,KALIUM LAKES LIMITED,22/12/2016,Materials,209790337
HRN,HORIZON GOLD LIMITED,21/12/2016,Materials,46944487
TMT,TECHNOLOGY METALS AUSTRALIA LIMITED,21/12/2016,Materials,50309649
DTS,DRAGONTAIL SYSTEMS LIMITED,20/12/2016,Software & Services,65777346
IP1,INTEGRATED PAYMENT TECHNOLOGIES LIMITED,19/12/2016,Software & Services,33032987
FOR,FORAGER AUSTRALIAN SHARES FUND,16/12/2016,Investment Trust/Fund,178062766
MRG,MURRAY RIVER ORGANICS GROUP LIMITED,16/12/2016,Food, Beverage & Tobacco,7058423
MWY,MIDWAY LIMITED,8/12/2016,Materials,79039281
WGX,WESTGOLD RESOURCES LIMITED.,6/12/2016,Materials,837252282
MFD,MAYFIELD CHILDCARE LIMITED,30/11/2016,Consumer Services,34181397
SM1,SYNLAIT MILK LIMITED,25/11/2016,Food, Beverage & Tobacco,758478364
FE8,FASTER ENTERPRISES LTD,21/11/2016,Real Estate,N/A
IKE,IKEGPS GROUP LIMITED,21/11/2016,Technology Hardware & Equipment,148832713
GBR,GREAT BOULDER RESOURCES LIMITED,18/11/2016,Materials,31061005
ASG,AUTOSPORTS GROUP LIMITED.,16/11/2016,Retailing,498480000
BVS,BRAVURA SOLUTIONS LIMITED.,16/11/2016,Software & Services,873187214
RLG,ROOLIFE GROUP LTD,16/11/2016,Media & Entertainment,14493828
ERF,ELANOR RETAIL PROPERTY FUND,9/11/2016,Real Estate,146108272
CLW,CHARTER HALL LONG WALE REIT,8/11/2016,Real Estate,3002871199
DCL,DOMACOM LIMITED,7/11/2016,Diversified Financials,N/A
ING,INGHAMS GROUP LIMITED,7/11/2016,Food, Beverage & Tobacco,1430966464
ATL,APOLLO TOURISM & LEISURE LTD,4/11/2016,Automobiles & Components,74460363
NTI,NEUROTECH INTERNATIONAL LIMITED,4/11/2016,Health Care Equipment & Services,37628233
BHL,BOYUAN HOLDINGS LIMITED,31/10/2016,Real Estate,N/A
TLT,TILT RENEWABLES LIMITED.,28/10/2016,Utilities,2822485791
BDA,BOD AUSTRALIA LIMITED,27/10/2016,Retailing,37567492
CFO,CFOAM LIMITED,26/10/2016,Capital Goods,8313769
VEE,VEEM LTD,26/10/2016,Capital Goods,166400000
CPH,CRESO PHARMA LIMITED,20/10/2016,Pharmaceuticals, Biotechnology & Life Sciences,148785638
GOO,GOOROO VENTURES LIMITED,19/10/2016,Software & Services,N/A
NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,19/10/2016,Food, Beverage & Tobacco,191105248
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD,18/10/2016,Investment Trust/Fund,553097140
BEE,BROO LTD,14/10/2016,Food, Beverage & Tobacco,14186294
PPH,PUSHPAY HOLDINGS LIMITED,12/10/2016,Software & Services,1838654940
PVL,POWERHOUSE VENTURES LIMITED,12/10/2016,Diversified Financials,9274318
D2O,DUXTON WATER LIMITED,16/09/2016,Utilities,165978465
TMH,THE MARKET HERALD LIMITED,15/09/2016,Media & Entertainment,111054118
KYK,KYCKR LIMITED,7/09/2016,Software & Services,14441694
QIP,QANTM INTELLECTUAL PROPERTY LIMITED,31/08/2016,Commercial & Professional Services,157829558
CNB,CARNABY RESOURCES LIMITED,30/08/2016,Materials,40691245
FZO,FAMILY ZONE CYBER SAFETY LIMITED,29/08/2016,Software & Services,255301378
SVH,SILVER HERITAGE GROUP LIMITED,29/08/2016,Consumer Services,N/A
FDV,FRONTIER DIGITAL VENTURES LIMITED,26/08/2016,Media & Entertainment,469879137
1AD,ADALTA LIMITED,22/08/2016,Pharmaceuticals, Biotechnology & Life Sciences,35551039
A3D,AURORA LABS LIMITED,16/08/2016,Capital Goods,10702753
NOX,NOXOPHARM LIMITED,9/08/2016,Pharmaceuticals, Biotechnology & Life Sciences,190226340
WPR,WAYPOINT REIT,3/08/2016,Real Estate,2041057400
CD3,CD PRIVATE EQUITY FUND III,27/07/2016,Investment Trust/Fund,113804904
ATS,AUSTRALIS OIL & GAS LIMITED,25/07/2016,Energy,59361719
RAN,RANGE INTERNATIONAL LIMITED,22/07/2016,Materials,6319200
OVN,OVENTUS MEDICAL LIMITED,19/07/2016,Health Care Equipment & Services,23205747
RAC,RACE ONCOLOGY LTD,13/07/2016,Pharmaceuticals, Biotechnology & Life Sciences,530071611
KGN,KOGAN.COM LTD,7/07/2016,Retailing,1220129896
MHJ,MICHAEL HILL INTERNATIONAL LIMITED,7/07/2016,Retailing,329920827
SSG,SHAVER SHOP GROUP LIMITED,1/07/2016,Retailing,130100619
CCA,CHANGE FINANCIAL LIMITED,30/06/2016,Software & Services,42289235
NZM,NZME LIMITED,27/06/2016,Media & Entertainment,146201845
LPI,LITHIUM POWER INTERNATIONAL LIMITED,24/06/2016,Materials,58710120
AD1,AD1 HOLDINGS LIMITED,23/06/2016,Media & Entertainment,22969343
DRO,DRONESHIELD LIMITED,22/06/2016,Capital Goods,59167015
AOF,AUSTRALIAN UNITY OFFICE FUND,20/06/2016,Real Estate,425753102
MVL,MARVEL GOLD LIMITED,14/06/2016,Materials,27975423
LVH,LIVEHIRE LIMITED,10/06/2016,Software & Services,138204486
9SP,9 SPOKES INTERNATIONAL LIMITED,9/06/2016,Software & Services,22400058
GTN,GTN LIMITED,1/06/2016,Media & Entertainment,101181149
WLE,WAM LEADERS LIMITED,30/05/2016,Investment Trust/Fund,1323318280
RBL,REDBUBBLE LIMITED,16/05/2016,Retailing,987769005
HTG,HARVEST TECHNOLOGY GROUP LTD,12/05/2016,Technology Hardware & Equipment,198378751
MTO,MOTORCYCLE HOLDINGS LIMITED,29/04/2016,Retailing,172161721
RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,29/04/2016,Capital Goods,4013681406
VHT,VOLPARA HEALTH TECHNOLOGIES LIMITED,27/04/2016,Health Care Equipment & Services,299064946
WTC,WISETECH GLOBAL LIMITED,11/04/2016,Software & Services,10329001659
SMG,SOON MINING LIMITED,21/03/2016,Materials,N/A
N1H,N1 HOLDINGS LIMITED,18/03/2016,Banks,5545779
ONE,ONEVIEW HEALTHCARE PLC,17/03/2016,Health Care Equipment & Services,207775321
VBS,VECTUS BIOSYSTEMS LIMITED,23/02/2016,Pharmaceuticals, Biotechnology & Life Sciences,41152012
TNT,TESSERENT LIMITED,15/02/2016,Software & Services,265754665
ICI,ICANDY INTERACTIVE LIMITED,4/02/2016,Media & Entertainment,40964803
VUK,VIRGIN MONEY UK PLC,3/02/2016,Banks,5241576089
NOV,NOVATTI GROUP LIMITED,18/01/2016,Software & Services,156290129
RCE,RECCE PHARMACEUTICALS LTD,15/01/2016,Pharmaceuticals, Biotechnology & Life Sciences,165957844
WNB,WELLNESS AND BEAUTY SOLUTIONS LIMITED,14/01/2016,Consumer Services,N/A
AFP,AFT PHARMACEUTICALS LIMITED,22/12/2015,Pharmaceuticals, Biotechnology & Life Sciences,439588275
MX1,MICRO-X LIMITED,22/12/2015,Health Care Equipment & Services,154000083
CL1,CLASS LIMITED,18/12/2015,Software & Services,206058459
BIQ,BUILDINGIQ, INC,17/12/2015,Software & Services,N/A
JTL,JAYEX TECHNOLOGY LIMITED,17/12/2015,Health Care Equipment & Services,5731798
MP1,MEGAPORT LIMITED,17/12/2015,Software & Services,2832865725
8VI,8VI HOLDINGS LIMITED,16/12/2015,Consumer Services,247890369
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,16/12/2015,Investment Trust/Fund,103147309
IGL,IVE GROUP LIMITED,16/12/2015,Media & Entertainment,207922192
AHX,APIAM ANIMAL HEALTH LIMITED,15/12/2015,Health Care Equipment & Services,126113000
PSI,PSC INSURANCE GROUP LIMITED,15/12/2015,Insurance,1092017185
BET,BETMAKERS TECHNOLOGY GROUP LTD,11/12/2015,Consumer Services,857524609
KLO,KINGSLAND GLOBAL LTD,11/12/2015,Real Estate,9315000
PTG,PROPTECH GROUP LIMITED,10/12/2015,Software & Services,95744039
TPW,TEMPLE & WEBSTER GROUP LTD,10/12/2015,Retailing,1257528568
WLD,WELLARD LIMITED,10/12/2015,Food, Beverage & Tobacco,34000020
MEA,MCGRATH LIMITED,7/12/2015,Real Estate,95104463
OTW,OVER THE WIRE HOLDINGS LIMITED,3/12/2015,Software & Services,268623840
HZR,HAZER GROUP LIMITED,2/12/2015,Materials,135161366
NVX,NOVONIX LIMITED,2/12/2015,Technology Hardware & Equipment,938675211
8EC,8IP EMERGING COMPANIES LIMITED,1/12/2015,Investment Trust/Fund,N/A
IEL,IDP EDUCATION LIMITED,26/11/2015,Consumer Services,6810887083
MIL,MILLENNIUM SERVICES GROUP LIMITED,19/11/2015,Commercial & Professional Services,25535542
PWH,PWR HOLDINGS LIMITED,18/11/2015,Automobiles & Components,690238643
BWX,BWX LIMITED,11/11/2015,Household & Personal Products,734425946
FFC,FARMAFORCE LIMITED,27/10/2015,Health Care Equipment & Services,9409031
LNK,LINK ADMINISTRATION HOLDINGS LIMITED,27/10/2015,Software & Services,2713304430
IDX,INTEGRAL DIAGNOSTICS LIMITED,21/10/2015,Health Care Equipment & Services,1024924082
S2R,S2 RESOURCES LTD,19/10/2015,Materials,40935853
AVN,AVENTUS GROUP,16/10/2015,Real Estate,1835356543
BBN,BABY BUNTING GROUP LIMITED,14/10/2015,Retailing,730291174
MAI,MAINSTREAM GROUP HOLDINGS LIMITED,1/10/2015,Diversified Financials,376984171
RYD,RYDER CAPITAL LIMITED,28/09/2015,Investment Trust/Fund,119768751
CEN,CONTACT ENERGY LIMITED,24/09/2015,Utilities,7593843266
PAI,PLATINUM ASIA INVESTMENTS LIMITED,21/09/2015,Investment Trust/Fund,447765603
TML,TIMAH RESOURCES LIMITED,16/09/2015,Utilities,6143516
EAI,ELLERSTON ASIAN INVESTMENTS LIMITED,15/09/2015,Investment Trust/Fund,156871126
FGG,FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED,10/09/2015,Investment Trust/Fund,618891692
KNO,KNOSYS LIMITED,9/09/2015,Software & Services,32122533
CV1,CV CHECK LTD,8/09/2015,Software & Services,62179877
BFC,BESTON GLOBAL FOOD COMPANY LIMITED,28/08/2015,Food, Beverage & Tobacco,113761045
ADR,ADHERIUM LIMITED,26/08/2015,Health Care Equipment & Services,36137463
GC1,GLENNON SMALL COMPANIES LIMITED,21/08/2015,Investment Trust/Fund,35929809
PAR,PARADIGM BIOPHARMACEUTICALS LIMITED..,19/08/2015,Pharmaceuticals, Biotechnology & Life Sciences,480503118
AHI,ADVANCED HUMAN IMAGING LTD,17/08/2015,Software & Services,181362176
CIE,CONTANGO INCOME GENERATOR  LIMITED,14/08/2015,Investment Trust/Fund,79083471
PAL,PALLA PHARMA LIMITED,13/08/2015,Pharmaceuticals, Biotechnology & Life Sciences,62336568
KSL,KINA SECURITIES LIMITED,30/07/2015,Banks,304152054
PPL,PUREPROFILE LTD,29/07/2015,Media & Entertainment,28558834
CGC,COSTA GROUP HOLDINGS LIMITED,24/07/2015,Food, Beverage & Tobacco,1315338305
MDC,MEDLAB CLINICAL LIMITED,14/07/2015,Pharmaceuticals, Biotechnology & Life Sciences,53037229
WOO,WOOBOARD TECHNOLOGIES LIMITED,9/07/2015,Software & Services,7644325
GNX,GENEX POWER LIMITED,8/07/2015,Utilities,235378010
NCL,NETCCENTRIC LIMITED,6/07/2015,Media & Entertainment,43866808
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED,3/07/2015,Investment Trust/Fund,334430220
GDF,GARDA PROPERTY GROUP,2/07/2015,Real Estate,283417229
SHM,SHRIRO HOLDINGS LIMITED,23/06/2015,Consumer Durables & Apparel,111252375
BMH,BAUMART HOLDINGS LIMITED,19/06/2015,Capital Goods,28948951
ADH,ADAIRS LIMITED,17/06/2015,Retailing,706742174
FRX,FLEXIROAM LIMITED,16/06/2015,Telecommunication Services,13016823
1ST,1ST GROUP LIMITED,9/06/2015,Health Care Equipment & Services,8916955
SLC,SUPERLOOP LIMITED,4/06/2015,Telecommunication Services,423577482
AFG,AUSTRALIAN FINANCE GROUP LTD,22/05/2015,Banks,746103061
IQ3,IQ3CORP LIMITED,18/05/2015,Diversified Financials,15651150
S32,SOUTH32 LIMITED,18/05/2015,Materials,13870324257
AVA,AVA RISK GROUP LIMITED,11/05/2015,Technology Hardware & Equipment,96651761
ECX,ECLIPX GROUP LIMITED,22/04/2015,Diversified Financials,724639568
TOT,360 CAPITAL REIT,22/04/2015,Diversified Financials,138106280
PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,16/04/2015,Pharmaceuticals, Biotechnology & Life Sciences,N/A
AER,AEERIS LTD,1/04/2015,Media & Entertainment,7496732
A2M,THE A2 MILK COMPANY LIMITED,31/03/2015,Food, Beverage & Tobacco,4609146898
GSS,GENETIC SIGNATURES LIMITED,31/03/2015,Pharmaceuticals, Biotechnology & Life Sciences,158627043
EXP,EXPERIENCE CO LIMITED,27/03/2015,Consumer Services,169522611
WTL,WT FINANCIAL GROUP LIMITED,9/03/2015,Diversified Financials,11367689
FID,FIDUCIAN GROUP LIMITED,9/02/2015,Diversified Financials,210665574
MMJ,MMJ GROUP HOLDINGS LIMITED,22/01/2015,Investment Trust/Fund,19776043
SRY,STORY-I LIMITED,20/01/2015,Retailing,N/A
APX,APPEN LIMITED,7/01/2015,Software & Services,1698433841
CAT,CATAPULT GROUP INTERNATIONAL LTD,19/12/2014,Technology Hardware & Equipment,444686983
LOV,LOVISA HOLDINGS LIMITED,18/12/2014,Retailing,1676370478
PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,18/12/2014,Investment Trust/Fund,481217304
8IH,8I HOLDINGS LTD,17/12/2014,Diversified Financials,108527727
OML,OOH!MEDIA LIMITED,17/12/2014,Media & Entertainment,1056609966
COF,CENTURIA OFFICE REIT,10/12/2014,Real Estate,1229709509
DTI,DTI GROUP LTD,9/12/2014,Technology Hardware & Equipment,7034508
EHE,ESTIA HEALTH LIMITED,5/12/2014,Health Care Equipment & Services,637559724
EVO,EVOLVE EDUCATION GROUP LIMITED,5/12/2014,Consumer Services,132426072
LVE,LOVE GROUP GLOBAL LTD,5/12/2014,Software & Services,3931814
ECG,ECARGO HOLDINGS LIMITED,28/11/2014,Commercial & Professional Services,14766000
MPX,MUSTERA PROPERTY GROUP LIMITED,28/11/2014,Real Estate,34867866
MPL,MEDIBANK PRIVATE LIMITED,25/11/2014,Insurance,8647570174
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,21/11/2014,Diversified Financials,185344625
PSQ,PACIFIC SMILES GROUP LIMITED,21/11/2014,Health Care Equipment & Services,419700497
IPH,IPH LIMITED,19/11/2014,Commercial & Professional Services,1728942773
SIO,SIMONDS GROUP LIMITED,17/11/2014,Consumer Durables & Apparel,86304993
NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,12/11/2014,Investment Trust/Fund,52264598
TPO,TIAN POH RESOURCES LIMITED,11/11/2014,Materials,17393077
TNK,THINK CHILDCARE GROUP,24/10/2014,Consumer Services,200062307
HUO,HUON AQUACULTURE GROUP LIMITED,23/10/2014,Food, Beverage & Tobacco,338408714
ANR,ANATARA LIFESCIENCES LTD,16/10/2014,Pharmaceuticals, Biotechnology & Life Sciences,10886971
REG,REGIS HEALTHCARE LIMITED,7/10/2014,Health Care Equipment & Services,591033826
RXH,REWARDLE HOLDINGS LIMITED,7/10/2014,Media & Entertainment,6315858
WEL,WINCHESTER ENERGY LTD,23/09/2014,Energy,12093286
UBN,URBANISE.COM LIMITED,22/09/2014,Software & Services,89268826
INP,INCENTIAPAY LIMITED,9/09/2014,Retailing,22644355
8CO,8COMMON LIMITED,27/08/2014,Software & Services,28071366
QVE,QV EQUITIES LIMITED,22/08/2014,Investment Trust/Fund,237656501
ASH,ASHLEY SERVICES GROUP LIMITED,21/08/2014,Commercial & Professional Services,66228916
ECP,ECP EMERGING GROWTH LIMITED,14/08/2014,Investment Trust/Fund,27660245
OCC,ORTHOCELL LIMITED,12/08/2014,Pharmaceuticals, Biotechnology & Life Sciences,117209253
VGL,VISTA GROUP INTERNATIONAL LIMITED.,11/08/2014,Software & Services,501104438
DKM,DUKETON MINING LIMITED,4/08/2014,Materials,39362149
MPP,METRO PERFORMANCE GLASS LIMITED,30/07/2014,Capital Goods,74151234
GVF,GLOBAL VALUE FUND LIMITED,21/07/2014,Investment Trust/Fund,196352096
ENN,ELANOR INVESTORS GROUP,11/07/2014,Consumer Services,229851579
3PL,3P LEARNING LIMITED..,9/07/2014,Consumer Services,364959104
SIQ,SMARTGROUP CORPORATION LTD,2/07/2014,Commercial & Professional Services,972185607
MVF,MONASH IVF GROUP LIMITED,26/06/2014,Health Care Equipment & Services,335085962
GTK,GENTRACK GROUP LIMITED,25/06/2014,Software & Services,189398072
SCG,SCENTRE GROUP,25/06/2014,Real Estate,14169732865
WMA,WAM ALTERNATIVE ASSETS LIMITED,16/06/2014,Investment Trust/Fund,189084539
ISD,ISENTIA GROUP LIMITED,5/06/2014,Software & Services,33359509
PAF,PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,22/05/2014,Investment Trust/Fund,54941128
GMA,GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,20/05/2014,Banks,878655212
VIG,VICTOR GROUP HOLDINGS LIMITED,9/05/2014,Software & Services,17166800
SVY,STAVELY MINERALS LIMITED,7/05/2014,Materials,112213424
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED,1/05/2014,Investment Trust/Fund,103165213
PNC,PIONEER CREDIT LIMITED,1/05/2014,Diversified Financials,32641456
BAP,BAPCOR LIMITED,24/04/2014,Retailing,2810335500
GNE,GENESIS ENERGY LIMITED,17/04/2014,Utilities,3370726743
JHC,JAPARA HEALTHCARE LIMITED,17/04/2014,Health Care Equipment & Services,335395397
BLX,BEACON LIGHTING GROUP LIMITED,15/04/2014,Retailing,423194064
SGF,SG FLEET GROUP LIMITED,4/03/2014,Commercial & Professional Services,895163074
RFF,RURAL FUNDS GROUP,14/02/2014,Real Estate,897337468
QGL,QUANTUM GRAPHITE LIMITED,6/01/2014,Materials,N/A
ATX,AMPLIA THERAPEUTICS LIMITED,23/12/2013,Pharmaceuticals, Biotechnology & Life Sciences,29957122
SNC,SANDON CAPITAL INVESTMENTS LIMITED,23/12/2013,Investment Trust/Fund,111997778
NSR,NATIONAL STORAGE REIT,19/12/2013,Real Estate,2366140120
ORA,ORORA LIMITED,18/12/2013,Materials,2902182436
GDI,GDI PROPERTY GROUP,17/12/2013,Real Estate,609736316
PGH,PACT GROUP HOLDINGS LTD,17/12/2013,Materials,1245256814
PGF,PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,12/12/2013,Investment Trust/Fund,564487096
DVL,DORSAVI LTD,11/12/2013,Pharmaceuticals, Biotechnology & Life Sciences,10177045
HPI,HOTEL PROPERTY INVESTMENTS,10/12/2013,Real Estate,558564429
EBO,EBOS GROUP LIMITED,6/12/2013,Health Care Equipment & Services,4865822531
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,6/12/2013,Media & Entertainment,4911532569
